Date of analysis,Country,Total country population,Level 1,Area,Validity period,From,To,Phase,Number,Percentage,adm1_pcode,adm2_pcode
Mar-25,AFG,46024355,,Bamyan,first projection,01/05/2025,31/10/2025,3+,106795,0.2,AF10,AF1001
Mar-25,AFG,46024355,,Jawzjan Urban,current,01/03/2025,30/04/2025,3+,51006,0.3,AF28,AF28
Mar-25,AFG,46024355,,Jawzjan Urban,first projection,01/05/2025,31/10/2025,3+,34004,0.2,AF28,AF28
Mar-25,AFG,46024355,,Balkh,current,01/03/2025,30/04/2025,3+,516565,0.35,AF21,AF2106
Mar-25,AFG,46024355,,Balkh,first projection,01/05/2025,31/10/2025,3+,368975,0.25,AF21,AF2106
Mar-25,AFG,46024355,,Kabul Urban,current,01/03/2025,30/04/2025,3+,1282624,0.25,AF01,AF0101
Mar-25,AFG,46024355,,Kabul Urban,first projection,01/05/2025,31/10/2025,3+,769575,0.15,AF01,AF0101
Oct-24,AFG,46024352,,Faryab,current,01/09/2024,31/10/2024,3+,475836,0.3,AF29,AF29
Oct-24,AFG,46024352,,Faryab,first projection,01/11/2024,31/03/2025,3+,634448,0.4,AF29,AF29
Oct-24,AFG,46024352,,Ghazni,current,01/09/2024,31/10/2024,3+,232253,0.15,AF11,AF1101
Oct-24,AFG,46024352,,Ghazni,first projection,01/11/2024,31/03/2025,3+,464506,0.3,AF11,AF1101
Oct-24,AFG,46024352,,Hirat,current,01/09/2024,31/10/2024,3+,873724,0.25,AF32,AF3201
Oct-24,AFG,46024352,,Hirat,first projection,01/11/2024,31/03/2025,3+,1223214,0.35,AF32,AF3201
Oct-24,AFG,46024352,,Jawzjan,current,01/09/2024,31/10/2024,3+,292979,0.35,AF28,AF28
Oct-24,AFG,46024352,,Jawzjan,first projection,01/11/2024,31/03/2025,3+,292979,0.35,AF28,AF28
Oct-24,AFG,46024352,,Kunar,current,01/09/2024,31/10/2024,3+,375730,0.3,AF15,AF15
Oct-24,AFG,46024352,,Kunar,first projection,01/11/2024,31/03/2025,3+,438352,0.35,AF15,AF15
Oct-24,AFG,46024352,,Kandahar,current,01/09/2024,31/10/2024,3+,386059,0.2,AF27,AF2701
Oct-24,AFG,46024352,,Kandahar,first projection,01/11/2024,31/03/2025,3+,482574,0.25,AF27,AF2701
Oct-24,AFG,46024352,,Sari pul,current,01/09/2024,31/10/2024,3+,232212,0.3,AF22,AF2201
Oct-24,AFG,46024352,,Sari pul,first projection,01/11/2024,31/03/2025,3+,270914,0.35,AF22,AF2201
Oct-24,AFG,46024352,,Takhar,current,01/09/2024,31/10/2024,3+,519274,0.3,AF18,AF18
Oct-24,AFG,46024352,,Takhar,first projection,01/11/2024,31/03/2025,3+,605819,0.35,AF18,AF18
Oct-24,AFG,46024352,,Badakhshan,current,01/09/2024,31/10/2024,3+,689260,0.4,AF17,AF17
Oct-24,AFG,46024352,,Badakhshan,first projection,01/11/2024,31/03/2025,3+,775418,0.45,AF17,AF17
Oct-24,AFG,46024352,,Kapisa,current,01/09/2024,31/10/2024,3+,129167,0.2,AF02,AF02
Oct-24,AFG,46024352,,Kapisa,first projection,01/11/2024,31/03/2025,3+,161459,0.25,AF02,AF02
Oct-24,AFG,46024352,,Wardak,current,01/09/2024,31/10/2024,3+,225305,0.25,AF04,AF04
Oct-24,AFG,46024352,,Wardak,first projection,01/11/2024,31/03/2025,3+,270366,0.3,AF04,AF04
Oct-24,AFG,46024352,,Laghman,current,01/09/2024,31/10/2024,3+,229540,0.25,AF07,AF07
Oct-24,AFG,46024352,,Laghman,first projection,01/11/2024,31/03/2025,3+,275448,0.3,AF07,AF07
Oct-24,AFG,46024352,,Baghlan,current,01/09/2024,31/10/2024,3+,455084,0.3,AF09,AF09
Oct-24,AFG,46024352,,Baghlan,first projection,01/11/2024,31/03/2025,3+,530931,0.35,AF09,AF09
Oct-24,AFG,46024352,,Samangan,current,01/09/2024,31/10/2024,3+,177580,0.3,AF20,AF20
Oct-24,AFG,46024352,,Samangan,first projection,01/11/2024,31/03/2025,3+,207176,0.35,AF20,AF20
Oct-24,AFG,46024352,,Bamyan,current,01/09/2024,31/10/2024,3+,133494,0.25,AF10,AF1001
Oct-24,AFG,46024352,,Bamyan,first projection,01/11/2024,31/03/2025,3+,213589,0.4,AF10,AF1001
Oct-24,AFG,46024352,,Paktika,current,01/09/2024,31/10/2024,3+,196472,0.3,AF12,AF12
Oct-24,AFG,46024352,,Paktika,first projection,01/11/2024,31/03/2025,3+,229218,0.35,AF12,AF12
Oct-24,AFG,46024352,,Khost,current,01/09/2024,31/10/2024,3+,203629,0.15,AF14,AF14
Oct-24,AFG,46024352,,Khost,first projection,01/11/2024,31/03/2025,3+,339381,0.25,AF14,AF14
Oct-24,AFG,46024352,,Nuristan,current,01/09/2024,31/10/2024,3+,104774,0.3,AF16,AF16
Oct-24,AFG,46024352,,Nuristan,first projection,01/11/2024,31/03/2025,3+,122237,0.35,AF16,AF16
Oct-24,AFG,46024352,,Hilmand,current,01/09/2024,31/10/2024,3+,495861,0.2,AF30,AF30
Oct-24,AFG,46024352,,Hilmand,first projection,01/11/2024,31/03/2025,3+,619826,0.25,AF30,AF30
Oct-24,AFG,46024352,,Badghis,current,01/09/2024,31/10/2024,3+,210798,0.25,AF31,AF31
Oct-24,AFG,46024352,,Badghis,first projection,01/11/2024,31/03/2025,3+,252958,0.3,AF31,AF31
Oct-24,AFG,46024352,,Kabul,current,01/09/2024,31/10/2024,3+,1183448,0.2,AF01,AF0101
Oct-24,AFG,46024352,,Kabul,first projection,01/11/2024,31/03/2025,3+,1775173,0.3,AF01,AF0101
Oct-24,AFG,46024352,,Logar,current,01/09/2024,31/10/2024,3+,139652,0.2,AF05,AF05
Oct-24,AFG,46024352,,Logar,first projection,01/11/2024,31/03/2025,3+,174565,0.25,AF05,AF05
Oct-24,AFG,46024352,,Panjsher,current,01/09/2024,31/10/2024,3+,74709,0.25,AF08,AF08
Oct-24,AFG,46024352,,Panjsher,first projection,01/11/2024,31/03/2025,3+,104592,0.35,AF08,AF08
Oct-24,AFG,46024352,,Parwan,current,01/09/2024,31/10/2024,3+,189540,0.2,AF03,AF03
Oct-24,AFG,46024352,,Parwan,first projection,01/11/2024,31/03/2025,3+,236925,0.25,AF03,AF03
Oct-24,AFG,46024352,,Uruzgan,current,01/09/2024,31/10/2024,3+,207929,0.35,AF25,AF25
Oct-24,AFG,46024352,,Uruzgan,first projection,01/11/2024,31/03/2025,3+,207929,0.35,AF25,AF25
Oct-24,AFG,46024352,,Balkh,current,01/09/2024,31/10/2024,3+,753869,0.3,AF21,AF2106
Oct-24,AFG,46024352,,Balkh,first projection,01/11/2024,31/03/2025,3+,879514,0.35,AF21,AF2106
Oct-24,AFG,46024352,,Daykundi,current,01/09/2024,31/10/2024,3+,257616,0.3,AF24,AF24
Oct-24,AFG,46024352,,Daykundi,first projection,01/11/2024,31/03/2025,3+,300552,0.35,AF24,AF24
Oct-24,AFG,46024352,,Farah,current,01/09/2024,31/10/2024,3+,165287,0.2,AF33,AF3301
Oct-24,AFG,46024352,,Farah,first projection,01/11/2024,31/03/2025,3+,206609,0.25,AF33,AF3301
Oct-24,AFG,46024352,,Ghor,current,01/09/2024,31/10/2024,3+,438193,0.4,AF23,AF23
Oct-24,AFG,46024352,,Ghor,first projection,01/11/2024,31/03/2025,3+,328645,0.3,AF23,AF23
Oct-24,AFG,46024352,,Kunduz,current,01/09/2024,31/10/2024,3+,298172,0.25,AF19,AF1901
Oct-24,AFG,46024352,,Kunduz,first projection,01/11/2024,31/03/2025,3+,357806,0.3,AF19,AF1901
Oct-24,AFG,46024352,,Nangarhar,current,01/09/2024,31/10/2024,3+,852035,0.25,AF06,AF06
Oct-24,AFG,46024352,,Nangarhar,first projection,01/11/2024,31/03/2025,3+,1192849,0.35,AF06,AF06
Oct-24,AFG,46024352,,Nimroz,current,01/09/2024,31/10/2024,3+,136838,0.3,AF34,AF34
Oct-24,AFG,46024352,,Nimroz,first projection,01/11/2024,31/03/2025,3+,159644,0.35,AF34,AF34
Oct-24,AFG,46024352,,Paktya,current,01/09/2024,31/10/2024,3+,169150,0.15,AF13,AF13
Oct-24,AFG,46024352,,Paktya,first projection,01/11/2024,31/03/2025,3+,281917,0.25,AF13,AF13
Oct-24,AFG,46024352,,Zabul,current,01/09/2024,31/10/2024,3+,105140,0.25,AF26,AF26
Oct-24,AFG,46024352,,Zabul,first projection,01/11/2024,31/03/2025,3+,147196,0.35,AF26,AF26
Mar-24,AFG,44532600,,Hirat,current,01/03/2024,30/04/2024,3+,888500,0.35,AF32,AF3201
Mar-24,AFG,44532600,,Hirat,first projection,01/05/2024,31/10/2024,3+,761571,0.3,AF32,AF3201
Mar-24,AFG,44532600,,Kunar,current,01/03/2024,30/04/2024,3+,170549,0.4,AF15,AF15
Mar-24,AFG,44532600,,Kunar,first projection,01/05/2024,31/10/2024,3+,191867,0.45,AF15,AF15
Mar-24,AFG,44532600,,Paktika,current,01/03/2024,30/04/2024,3+,341173,0.4,AF12,AF12
Mar-24,AFG,44532600,,Paktika,first projection,01/05/2024,31/10/2024,3+,213234,0.25,AF12,AF12
Mar-24,AFG,44532600,,Hirat Urban,current,01/03/2024,30/04/2024,3+,300119,0.3,AF32,AF3201
Mar-24,AFG,44532600,,Hirat Urban,first projection,01/05/2024,31/10/2024,3+,250099,0.25,AF32,AF3201
Mar-24,AFG,44532600,,Kandahar Urban,current,01/03/2024,30/04/2024,3+,333137,0.3,AF27,AF2701
Mar-24,AFG,44532600,,Kandahar Urban,first projection,01/05/2024,31/10/2024,3+,277614,0.25,AF27,AF2701
Mar-24,AFG,44532600,,Badghis,current,01/03/2024,30/04/2024,3+,369459,0.5,AF31,AF31
Mar-24,AFG,44532600,,Badghis,first projection,01/05/2024,31/10/2024,3+,258622,0.35,AF31,AF31
Mar-24,AFG,44532600,,Baghlan,current,01/03/2024,30/04/2024,3+,334327,0.3,AF09,AF09
Mar-24,AFG,44532600,,Baghlan,first projection,01/05/2024,31/10/2024,3+,167164,0.15,AF09,AF09
Mar-24,AFG,44532600,,Baghlan Urban,current,01/03/2024,30/04/2024,3+,41201,0.25,AF09,AF09
Mar-24,AFG,44532600,,Baghlan Urban,first projection,01/05/2024,31/10/2024,3+,32961,0.2,AF09,AF09
Mar-24,AFG,44532600,,Balkh,current,01/03/2024,30/04/2024,3+,447061,0.35,AF21,AF2106
Mar-24,AFG,44532600,,Balkh,first projection,01/05/2024,31/10/2024,3+,447061,0.35,AF21,AF2106
Mar-24,AFG,44532600,,Balkh Urban,current,01/03/2024,30/04/2024,3+,426109,0.4,AF21,AF2106
Mar-24,AFG,44532600,,Balkh Urban,first projection,01/05/2024,31/10/2024,3+,426109,0.4,AF21,AF2106
Mar-24,AFG,44532600,,Bamyan,current,01/03/2024,30/04/2024,3+,163881,0.4,AF10,AF1001
Mar-24,AFG,44532600,,Bamyan,first projection,01/05/2024,31/10/2024,3+,122911,0.3,AF10,AF1001
Mar-24,AFG,44532600,,Faryab,current,01/03/2024,30/04/2024,3+,485209,0.35,AF29,AF29
Mar-24,AFG,44532600,,Faryab,first projection,01/05/2024,31/10/2024,3+,415894,0.3,AF29,AF29
Mar-24,AFG,44532600,,Faryab Urban,current,01/03/2024,30/04/2024,3+,46732,0.35,AF29,AF29
Mar-24,AFG,44532600,,Faryab Urban,first projection,01/05/2024,31/10/2024,3+,40056,0.3,AF29,AF29
Mar-24,AFG,44532600,,Daykundi,current,01/03/2024,30/04/2024,3+,239181,0.55,AF24,AF24
Mar-24,AFG,44532600,,Daykundi,first projection,01/05/2024,31/10/2024,3+,217437,0.5,AF24,AF24
Mar-24,AFG,44532600,,Helmand Urban,current,01/03/2024,30/04/2024,3+,74263,0.3,AF30,AF30
Mar-24,AFG,44532600,,Helmand Urban,first projection,01/05/2024,31/10/2024,3+,61886,0.25,AF30,AF30
Mar-24,AFG,44532600,,Hilmand,current,01/03/2024,30/04/2024,3+,454773,0.2,AF30,AF30
Mar-24,AFG,44532600,,Hilmand,first projection,01/05/2024,31/10/2024,3+,454773,0.2,AF30,AF30
Mar-24,AFG,44532600,,Ghor,current,01/03/2024,30/04/2024,3+,421468,0.55,AF23,AF23
Mar-24,AFG,44532600,,Ghor,first projection,01/05/2024,31/10/2024,3+,344838,0.45,AF23,AF23
Mar-24,AFG,44532600,,Jawzjan,current,01/03/2024,30/04/2024,3+,221647,0.35,AF28,AF28
Mar-24,AFG,44532600,,Jawzjan,first projection,01/05/2024,31/10/2024,3+,253311,0.4,AF28,AF28
Mar-24,AFG,44532600,,Kabul,current,01/03/2024,30/04/2024,3+,132089,0.15,AF01,AF0101
Mar-24,AFG,44532600,,Kabul,first projection,01/05/2024,31/10/2024,3+,132089,0.15,AF01,AF0101
Mar-24,AFG,44532600,,Kabul Urban,current,01/03/2024,30/04/2024,3+,1264393,0.2,AF01,AF0101
Mar-24,AFG,44532600,,Kabul Urban,first projection,01/05/2024,31/10/2024,3+,1264393,0.2,AF01,AF0101
Mar-24,AFG,44532600,,Jawzjan Urban,current,01/03/2024,30/04/2024,3+,69100,0.3,AF28,AF28
Mar-24,AFG,44532600,,Jawzjan Urban,first projection,01/05/2024,31/10/2024,3+,57583,0.25,AF28,AF28
Mar-24,AFG,44532600,,Kandahar,current,01/03/2024,30/04/2024,3+,620317,0.3,AF27,AF2701
Mar-24,AFG,44532600,,Kandahar,first projection,01/05/2024,31/10/2024,3+,620317,0.3,AF27,AF2701
Mar-24,AFG,44532600,,Kapisa,current,01/03/2024,30/04/2024,3+,154486,0.3,AF02,AF02
Mar-24,AFG,44532600,,Kapisa,first projection,01/05/2024,31/10/2024,3+,102991,0.2,AF02,AF02
Mar-24,AFG,44532600,,Khost,current,01/03/2024,30/04/2024,3+,299386,0.25,AF14,AF14
Mar-24,AFG,44532600,,Khost,first projection,01/05/2024,31/10/2024,3+,179632,0.15,AF14,AF14
Mar-24,AFG,44532600,,Kunduz,current,01/03/2024,30/04/2024,3+,566216,0.45,AF19,AF1901
Mar-24,AFG,44532600,,Kunduz,first projection,01/05/2024,31/10/2024,3+,503303,0.4,AF19,AF1901
Mar-24,AFG,44532600,,Logar,current,01/03/2024,30/04/2024,3+,219625,0.3,AF05,AF05
Mar-24,AFG,44532600,,Logar,first projection,01/05/2024,31/10/2024,3+,183020,0.25,AF05,AF05
Mar-24,AFG,44532600,,Laghman,current,01/03/2024,30/04/2024,3+,169322,0.4,AF07,AF07
Mar-24,AFG,44532600,,Laghman,first projection,01/05/2024,31/10/2024,3+,148157,0.35,AF07,AF07
Mar-24,AFG,44532600,,Nangarhar,current,01/03/2024,30/04/2024,3+,463140,0.3,AF06,AF06
Mar-24,AFG,44532600,,Nangarhar,first projection,01/05/2024,31/10/2024,3+,617520,0.4,AF06,AF06
Mar-24,AFG,44532600,,Nangarhar Urban,current,01/03/2024,30/04/2024,3+,339101,0.4,AF06,AF06
Mar-24,AFG,44532600,,Nangarhar Urban,first projection,01/05/2024,31/10/2024,3+,381488,0.45,AF06,AF06
Mar-24,AFG,44532600,,Nimroz,current,01/03/2024,30/04/2024,3+,161797,0.45,AF34,AF34
Mar-24,AFG,44532600,,Nimroz,first projection,01/05/2024,31/10/2024,3+,125842,0.35,AF34,AF34
Mar-24,AFG,44532600,,Nuristan,current,01/03/2024,30/04/2024,3+,23703,0.35,AF16,AF16
Mar-24,AFG,44532600,,Nuristan,first projection,01/05/2024,31/10/2024,3+,30475,0.45,AF16,AF16
Mar-24,AFG,44532600,,Parwan,current,01/03/2024,30/04/2024,3+,271324,0.3,AF03,AF03
Mar-24,AFG,44532600,,Parwan,first projection,01/05/2024,31/10/2024,3+,226104,0.25,AF03,AF03
Mar-24,AFG,44532600,,Samangan,current,01/03/2024,30/04/2024,3+,118508,0.25,AF20,AF20
Mar-24,AFG,44532600,,Samangan,first projection,01/05/2024,31/10/2024,3+,142210,0.3,AF20,AF20
Mar-24,AFG,44532600,,Panjsher,current,01/03/2024,30/04/2024,3+,43930,0.45,AF08,AF08
Mar-24,AFG,44532600,,Panjsher,first projection,01/05/2024,31/10/2024,3+,39049,0.4,AF08,AF08
Mar-24,AFG,44532600,,Sari pul,current,01/03/2024,30/04/2024,3+,308307,0.35,AF22,AF2201
Mar-24,AFG,44532600,,Sari pul,first projection,01/05/2024,31/10/2024,3+,264263,0.3,AF22,AF2201
Mar-24,AFG,44532600,,Takhar,current,01/03/2024,30/04/2024,3+,692349,0.45,AF18,AF18
Mar-24,AFG,44532600,,Takhar,first projection,01/05/2024,31/10/2024,3+,461566,0.3,AF18,AF18
Mar-24,AFG,44532600,,Takhar Urban,current,01/03/2024,30/04/2024,3+,116277,0.45,AF18,AF18
Mar-24,AFG,44532600,,Takhar Urban,first projection,01/05/2024,31/10/2024,3+,103358,0.4,AF18,AF18
Mar-24,AFG,44532600,,Wardak,current,01/03/2024,30/04/2024,3+,280872,0.35,AF04,AF04
Mar-24,AFG,44532600,,Wardak,first projection,01/05/2024,31/10/2024,3+,240748,0.3,AF04,AF04
Mar-24,AFG,44532600,,Zabul,current,01/03/2024,30/04/2024,3+,121182,0.25,AF26,AF26
Mar-24,AFG,44532600,,Zabul,first projection,01/05/2024,31/10/2024,3+,96945,0.2,AF26,AF26
Mar-24,AFG,44532600,,Farah,current,01/03/2024,30/04/2024,3+,280165,0.35,AF33,AF3301
Mar-24,AFG,44532600,,Farah,first projection,01/05/2024,31/10/2024,3+,240142,0.3,AF33,AF3301
Mar-24,AFG,44532600,,Kunduz Urban,current,01/03/2024,30/04/2024,3+,120187,0.4,AF19,AF1901
Mar-24,AFG,44532600,,Kunduz Urban,first projection,01/05/2024,31/10/2024,3+,105163,0.35,AF19,AF1901
Mar-24,AFG,44532600,,Ghazni,current,01/03/2024,30/04/2024,3+,755597,0.3,AF11,AF1101
Mar-24,AFG,44532600,,Ghazni,first projection,01/05/2024,31/10/2024,3+,377799,0.15,AF11,AF1101
Mar-24,AFG,44532600,,Uruzgan,current,01/03/2024,30/04/2024,3+,202660,0.3,AF25,AF25
Mar-24,AFG,44532600,,Uruzgan,first projection,01/05/2024,31/10/2024,3+,168883,0.25,AF25,AF25
Mar-24,AFG,44532600,,Paktya,current,01/03/2024,30/04/2024,3+,179979,0.25,AF13,AF13
Mar-24,AFG,44532600,,Paktya,first projection,01/05/2024,31/10/2024,3+,143983,0.2,AF13,AF13
Mar-24,AFG,44532600,,Badakhshan,current,01/03/2024,30/04/2024,3+,475203,0.45,AF17,AF17
Mar-24,AFG,44532600,,Badakhshan,first projection,01/05/2024,31/10/2024,3+,475203,0.45,AF17,AF17
Oct-23,AFG,44532600,,Paktika,current,01/10/2023,31/10/2023,3+,255881,0.3,AF12,AF12
Oct-23,AFG,44532600,,Paktika,first projection,01/11/2023,31/03/2024,3+,341173,0.4,AF12,AF12
Oct-23,AFG,44532600,,Helmand Urban,current,01/10/2023,31/10/2023,3+,86641,0.35,AF30,AF30
Oct-23,AFG,44532600,,Helmand Urban,first projection,01/11/2023,31/03/2024,3+,86641,0.35,AF30,AF30
Oct-23,AFG,44532600,,Balkh,current,01/10/2023,31/10/2023,3+,383195,0.3,AF21,AF2106
Oct-23,AFG,44532600,,Balkh,first projection,01/11/2023,31/03/2024,3+,510927,0.4,AF21,AF2106
Oct-23,AFG,44532600,,Nuristan,current,01/10/2023,31/10/2023,3+,27089,0.4,AF16,AF16
Oct-23,AFG,44532600,,Nuristan,first projection,01/11/2023,31/03/2024,3+,20316,0.3,AF16,AF16
Oct-23,AFG,44532600,,Jawzjan,current,01/10/2023,31/10/2023,3+,253311,0.4,AF28,AF28
Oct-23,AFG,44532600,,Jawzjan,first projection,01/11/2023,31/03/2024,3+,221647,0.35,AF28,AF28
Oct-23,AFG,44532600,,Panjsher,current,01/10/2023,31/10/2023,3+,24405,0.25,AF08,AF08
Oct-23,AFG,44532600,,Panjsher,first projection,01/11/2023,31/03/2024,3+,29287,0.3,AF08,AF08
Oct-23,AFG,44532600,,Samangan,current,01/10/2023,31/10/2023,3+,165911,0.35,AF20,AF20
Oct-23,AFG,44532600,,Samangan,first projection,01/11/2023,31/03/2024,3+,189612,0.4,AF20,AF20
Oct-23,AFG,44532600,,Farah,current,01/10/2023,31/10/2023,3+,280165,0.35,AF33,AF3301
Oct-23,AFG,44532600,,Farah,first projection,01/11/2023,31/03/2024,3+,320188,0.4,AF33,AF3301
Oct-23,AFG,44532600,,Badghis,current,01/10/2023,31/10/2023,3+,369459,0.5,AF31,AF31
Oct-23,AFG,44532600,,Badghis,first projection,01/11/2023,31/03/2024,3+,406405,0.55,AF31,AF31
Oct-23,AFG,44532600,,Kunar,current,01/10/2023,31/10/2023,3+,170549,0.4,AF15,AF15
Oct-23,AFG,44532600,,Kunar,first projection,01/11/2023,31/03/2024,3+,213185,0.5,AF15,AF15
Oct-23,AFG,44532600,,Kabul Urban,current,01/10/2023,31/10/2023,3+,1580492,0.25,AF01,AF0101
Oct-23,AFG,44532600,,Kabul Urban,first projection,01/11/2023,31/03/2024,3+,1896590,0.3,AF01,AF0101
Oct-23,AFG,44532600,,Bamyan,current,01/10/2023,31/10/2023,3+,102426,0.25,AF10,AF1001
Oct-23,AFG,44532600,,Bamyan,first projection,01/11/2023,31/03/2024,3+,143396,0.35,AF10,AF1001
Oct-23,AFG,44532600,,Faryab,current,01/10/2023,31/10/2023,3+,485209,0.35,AF29,AF29
Oct-23,AFG,44532600,,Faryab,first projection,01/11/2023,31/03/2024,3+,485209,0.35,AF29,AF29
Oct-23,AFG,44532600,,Faryab Urban,current,01/10/2023,31/10/2023,3+,40056,0.3,AF29,AF29
Oct-23,AFG,44532600,,Faryab Urban,first projection,01/11/2023,31/03/2024,3+,40056,0.3,AF29,AF29
Oct-23,AFG,44532600,,Hilmand,current,01/10/2023,31/10/2023,3+,454773,0.2,AF30,AF30
Oct-23,AFG,44532600,,Hilmand,first projection,01/11/2023,31/03/2024,3+,454773,0.2,AF30,AF30
Oct-23,AFG,44532600,,Jawzjan Urban,current,01/10/2023,31/10/2023,3+,92133,0.4,AF28,AF28
Oct-23,AFG,44532600,,Jawzjan Urban,first projection,01/11/2023,31/03/2024,3+,69100,0.3,AF28,AF28
Oct-23,AFG,44532600,,Kabul,current,01/10/2023,31/10/2023,3+,264178,0.3,AF01,AF0101
Oct-23,AFG,44532600,,Kabul,first projection,01/11/2023,31/03/2024,3+,264178,0.3,AF01,AF0101
Oct-23,AFG,44532600,,Hirat Urban,current,01/10/2023,31/10/2023,3+,200080,0.2,AF32,AF3201
Oct-23,AFG,44532600,,Hirat Urban,first projection,01/11/2023,31/03/2024,3+,350139,0.35,AF32,AF3201
Oct-23,AFG,44532600,,Kandahar,current,01/10/2023,31/10/2023,3+,620317,0.3,AF27,AF2701
Oct-23,AFG,44532600,,Kandahar,first projection,01/11/2023,31/03/2024,3+,827089,0.4,AF27,AF2701
Oct-23,AFG,44532600,,Kunduz,current,01/10/2023,31/10/2023,3+,440390,0.35,AF19,AF1901
Oct-23,AFG,44532600,,Kunduz,first projection,01/11/2023,31/03/2024,3+,566216,0.45,AF19,AF1901
Oct-23,AFG,44532600,,Baghlan Urban,current,01/10/2023,31/10/2023,3+,41201,0.25,AF09,AF09
Oct-23,AFG,44532600,,Baghlan Urban,first projection,01/11/2023,31/03/2024,3+,49442,0.3,AF09,AF09
Oct-23,AFG,44532600,,Laghman,current,01/10/2023,31/10/2023,3+,148157,0.35,AF07,AF07
Oct-23,AFG,44532600,,Laghman,first projection,01/11/2023,31/03/2024,3+,169322,0.4,AF07,AF07
Oct-23,AFG,44532600,,Daykundi,current,01/10/2023,31/10/2023,3+,173949,0.4,AF24,AF24
Oct-23,AFG,44532600,,Daykundi,first projection,01/11/2023,31/03/2024,3+,195693,0.45,AF24,AF24
Oct-23,AFG,44532600,,Logar,current,01/10/2023,31/10/2023,3+,146416,0.2,AF05,AF05
Oct-23,AFG,44532600,,Logar,first projection,01/11/2023,31/03/2024,3+,183020,0.25,AF05,AF05
Oct-23,AFG,44532600,,Khost,current,01/10/2023,31/10/2023,3+,179632,0.15,AF14,AF14
Oct-23,AFG,44532600,,Khost,first projection,01/11/2023,31/03/2024,3+,239509,0.2,AF14,AF14
Oct-23,AFG,44532600,,Nangarhar,current,01/10/2023,31/10/2023,3+,385950,0.25,AF06,AF06
Oct-23,AFG,44532600,,Nangarhar,first projection,01/11/2023,31/03/2024,3+,617520,0.4,AF06,AF06
Oct-23,AFG,44532600,,Kapisa,current,01/10/2023,31/10/2023,3+,154486,0.3,AF02,AF02
Oct-23,AFG,44532600,,Kapisa,first projection,01/11/2023,31/03/2024,3+,154486,0.3,AF02,AF02
Oct-23,AFG,44532600,,Takhar,current,01/10/2023,31/10/2023,3+,615421,0.4,AF18,AF18
Oct-23,AFG,44532600,,Takhar,first projection,01/11/2023,31/03/2024,3+,615421,0.4,AF18,AF18
Oct-23,AFG,44532600,,Takhar Urban,current,01/10/2023,31/10/2023,3+,103358,0.4,AF18,AF18
Oct-23,AFG,44532600,,Takhar Urban,first projection,01/11/2023,31/03/2024,3+,103357,0.4,AF18,AF18
Oct-23,AFG,44532600,,Uruzgan,current,01/10/2023,31/10/2023,3+,202660,0.3,AF25,AF25
Oct-23,AFG,44532600,,Uruzgan,first projection,01/11/2023,31/03/2024,3+,236436,0.35,AF25,AF25
Oct-23,AFG,44532600,,Baghlan,current,01/10/2023,31/10/2023,3+,334327,0.3,AF09,AF09
Oct-23,AFG,44532600,,Baghlan,first projection,01/11/2023,31/03/2024,3+,390048,0.35,AF09,AF09
Oct-23,AFG,44532600,,Ghazni,current,01/10/2023,31/10/2023,3+,377798,0.15,AF11,AF1101
Oct-23,AFG,44532600,,Ghazni,first projection,01/11/2023,31/03/2024,3+,755597,0.3,AF11,AF1101
Oct-23,AFG,44532600,,Balkh Urban,current,01/10/2023,31/10/2023,3+,319582,0.3,AF21,AF2106
Oct-23,AFG,44532600,,Balkh Urban,first projection,01/11/2023,31/03/2024,3+,372845,0.35,AF21,AF2106
Oct-23,AFG,44532600,,Ghor,current,01/10/2023,31/10/2023,3+,344838,0.45,AF23,AF23
Oct-23,AFG,44532600,,Ghor,first projection,01/11/2023,31/03/2024,3+,344838,0.45,AF23,AF23
Oct-23,AFG,44532600,,Hirat,current,01/10/2023,31/10/2023,3+,888500,0.35,AF32,AF3201
Oct-23,AFG,44532600,,Hirat,first projection,01/11/2023,31/03/2024,3+,1269285,0.5,AF32,AF3201
Oct-23,AFG,44532600,,Kandahar Urban,current,01/10/2023,31/10/2023,3+,277614,0.25,AF27,AF2701
Oct-23,AFG,44532600,,Kandahar Urban,first projection,01/11/2023,31/03/2024,3+,388660,0.35,AF27,AF2701
Oct-23,AFG,44532600,,Kunduz Urban,current,01/10/2023,31/10/2023,3+,120187,0.4,AF19,AF1901
Oct-23,AFG,44532600,,Kunduz Urban,first projection,01/11/2023,31/03/2024,3+,135210,0.45,AF19,AF1901
Oct-23,AFG,44532600,,Nangarhar Urban,current,01/10/2023,31/10/2023,3+,381488,0.45,AF06,AF06
Oct-23,AFG,44532600,,Nangarhar Urban,first projection,01/11/2023,31/03/2024,3+,381488,0.45,AF06,AF06
Oct-23,AFG,44532600,,Nimroz,current,01/10/2023,31/10/2023,3+,143819,0.4,AF34,AF34
Oct-23,AFG,44532600,,Nimroz,first projection,01/11/2023,31/03/2024,3+,143820,0.4,AF34,AF34
Oct-23,AFG,44532600,,Parwan,current,01/10/2023,31/10/2023,3+,226104,0.25,AF03,AF03
Oct-23,AFG,44532600,,Parwan,first projection,01/11/2023,31/03/2024,3+,316545,0.35,AF03,AF03
Oct-23,AFG,44532600,,Sari pul,current,01/10/2023,31/10/2023,3+,308307,0.35,AF22,AF2201
